sourcetype,kind,cim_field,fdr_field,events,detail
crowdstrike:events:sensor,EVAL,date,ContextTimeStamp,QuarantinedFile;QuarantinedFileState,"case(event_simpleName=""QuarantinedFile"", timestamp, event_simpleName=""QuarantinedFileState"", ContextTimeStamp)"
crowdstrike:events:sensor,EVAL,description,"IPv4,IPv6,Periodic",AssociateIndicator;LocalIpAddressIP4;LocalIpAddressIP6;OsVersionInfo;ScheduledTaskRegistered;ScriptControlDetectInfo;ScriptControlScanInfo;UserIdentity,"case(event_simpleName=""UserIdentity"", ""user is logged on"", event_simpleName=""OsVersionInfo"", ""operating system"", event_simpleName=""LocalIpAddressIP4"", ""new IPv4 network address"", event_simpleName=""LocalIpAddressIP6"", ""new IPv6 network address"", event"
crowdstrike:events:sensor,LOOKUP,dest,dest_aid,,LOOKUP-crowdstrike_ta_cim_dest via crowdstrike_ta_host_resolution_lookup (ComputerName)
crowdstrike:events:sensor,EVAL,dest,"LocalAddressIP4,LocalAddressIP6,LogonServer,RemoteAddressIP4,RemoteAddressIP6,RespondingDnsServer",AsepKeyUpdate;AsepValueUpdate;AssociateIndicator;CommandHistory;CreateService;CriticalEnvironmentVariableChanged;CriticalFileAccessed;DirectoryCreate;DmpFileWritten;DnsRequest;DriverLoad;ELFFileWritten;EndOfProcess;ExecutableDeleted;FileCreateInfo;FileOpenInfo;FileRenameInfo;FsVolumeMounted;HostInfo;HostedServiceStarted;ImageHash;InjectedThread;InstalledApplication;InstanceMetadata;KernelModeLoadImage;LFODownloadConfirmation;LocalIpAddressIP4;LocalIpAddressIP6;ModifyServiceBinary;NetworkCloseIP4;NetworkCloseIP6;NetworkConnectIP4;NetworkConnectIP6;NetworkListenIP4;NetworkListenIP6;NetworkReceiveAcceptIP4;NetworkReceiveAcceptIP6;NewExecutableRenamed;NewExecutableWritten;NewScriptWritten;OsVersionInfo;PackedExecutableWritten;PeFileWritten;PeVersionInfo;PrivilegedProcessHandleFromUnsignedModule;ProcessBlocked;ProcessRollup2;ProcessRollup2Stats;QuarantinedFile;QuarantinedFileState;RarFileWritten;RemovableMediaVolumeMounted;ScheduledTaskRegistered;ScreenshotTakenEtw;ScriptControlDetectInfo;ScriptControlScanInfo;SensitiveWmiQuery;ServiceStarted;SyntheticProcessRollup2;SystemCapacity;UserIdentity;UserLogoff;UserLogon;UserLogonFailed;UserLogonFailed2;WmiCreateProcess,"case(event_simpleName IN (""ScreenshotTakenEtw"", ""WmiCreateProcess"", ""InjectedThread"", ""DriverLoad"", ""AsepValueUpdate"", ""AsepKeyUpdate"", ""SensitiveWmiQuery"", ""NewExecutableRenamed"", ""HostedServiceStarted"", ""ModifyServiceBinary"", ""CreateService"", ""Sche"
crowdstrike:events:sensor,EVAL,dest_aid,"AND,NOT",AsepKeyUpdate;AsepValueUpdate;AssociateIndicator;CommandHistory;CreateService;CriticalEnvironmentVariableChanged;CriticalFileAccessed;DirectoryCreate;DmpFileWritten;DnsRequest;DriverLoad;ELFFileWritten;EndOfProcess;ExecutableDeleted;FileCreateInfo;FileOpenInfo;FileRenameInfo;FsVolumeMounted;HostInfo;HostedServiceStarted;ImageHash;InjectedThread;InstalledApplication;InstanceMetadata;KernelModeLoadImage;LFODownloadConfirmation;LocalIpAddressIP4;LocalIpAddressIP6;ModifyServiceBinary;NetworkCloseIP4;NetworkCloseIP6;NetworkConnectIP4;NetworkConnectIP6;NetworkListenIP4;NetworkListenIP6;NetworkReceiveAcceptIP4;NetworkReceiveAcceptIP6;NewExecutableRenamed;NewExecutableWritten;NewScriptWritten;OsVersionInfo;PackedExecutableWritten;PeFileWritten;PeVersionInfo;PrivilegedProcessHandleFromUnsignedModule;ProcessBlocked;ProcessRollup2;ProcessRollup2Stats;QuarantinedFile;QuarantinedFileState;RarFileWritten;RemovableMediaVolumeMounted;ScheduledTaskRegistered;ScreenshotTakenEtw;ScriptControlDetectInfo;ScriptControlScanInfo;SensitiveWmiQuery;ServiceStarted;SyntheticProcessRollup2;SystemCapacity;UserIdentity;UserLogoff;UserLogon;UserLogonFailed;UserLogonFailed2;WmiCreateProcess,"case(isnull(device_hostname) AND isnull(aid_computer_name) AND event_simpleName IN (""ScreenshotTakenEtw"", ""WmiCreateProcess"", ""InjectedThread"", ""DriverLoad"", ""AsepValueUpdate"", ""AsepKeyUpdate"", ""SensitiveWmiQuery"", ""NewExecutableRenamed"", ""HostedServ"
crowdstrike:events:sensor,LOOKUP,dest_host,dest_host_aid,,LOOKUP-crowdstrike_ta_cim_dest_host via crowdstrike_ta_host_resolution_lookup (ComputerName)
crowdstrike:events:sensor,EVAL,dest_host,,LocalIpAddressIP4;LocalIpAddressIP6,"case(event_simpleName IN (""LocalIpAddressIP4"", ""LocalIpAddressIP6""), coalesce(device_hostname, aid_computer_name))"
crowdstrike:events:sensor,EVAL,dest_host_aid,AND,LocalIpAddressIP4;LocalIpAddressIP6,"case(isnull(device_hostname) AND isnull(aid_computer_name) AND event_simpleName IN (""LocalIpAddressIP4"", ""LocalIpAddressIP6""),  aid)"
crowdstrike:events:sensor,EVAL,dest_ip,,AsepKeyUpdate;AsepValueUpdate;CreateService;CriticalFileAccessed;DriverLoad;HostedServiceStarted;InjectedThread;ModifyServiceBinary;NewExecutableRenamed;RemovableMediaVolumeMounted;ScheduledTaskRegistered;ScreenshotTakenEtw;ScriptControlDetectInfo;ScriptControlScanInfo;SensitiveWmiQuery;UserLogonFailed2;WmiCreateProcess,"case(event_simpleName IN (""ScreenshotTakenEtw"", ""WmiCreateProcess"", ""InjectedThread"", ""DriverLoad"", ""AsepValueUpdate"", ""AsepKeyUpdate"", ""SensitiveWmiQuery"", ""NewExecutableRenamed"", ""HostedServiceStarted"", ""ModifyServiceBinary"", ""CreateService"", ""Sche"
crowdstrike:events:sensor,EVAL,dest_name,ClientComputerName,SensitiveWmiQuery,"case(event_simpleName IN (""SensitiveWmiQuery""), ClientComputerName)"
crowdstrike:events:sensor,EVAL,dest_nt_domain,LogonDomain,UserLogoff;UserLogon,"case(event_simpleName IN (""UserLogon"", ""UserLogoff""), LogonDomain)"
crowdstrike:events:sensor,EVAL,dest_port,"LocalPort,RemotePort",NetworkCloseIP4;NetworkCloseIP6;NetworkConnectIP4;NetworkConnectIP6;NetworkListenIP4;NetworkListenIP6;NetworkReceiveAcceptIP4;NetworkReceiveAcceptIP6,"case(event_simpleName IN (""NetworkConnectIP4"", ""NetworkCloseIP4"", ""NetworkCloseIP6"", ""NetworkConnectIP6""), RemotePort,  event_simpleName IN (""NetworkListenIP4"", ""NetworkListenIP6"", ""NetworkReceiveAcceptIP4"", ""NetworkReceiveAcceptIP6""), LocalPort)"
crowdstrike:events:sensor,LOOKUP,dvc,dvc_aid,,LOOKUP-crowdstrike_ta_cim_dvc via crowdstrike_ta_host_resolution_lookup (ComputerName)
crowdstrike:events:sensor,EVAL,dvc,,CriticalEnvironmentVariableChanged;FileRenameInfo;InstalledApplication;NewExecutableRenamed;SensitiveWmiQuery;UserLogoff,"case(event_simpleName IN (""SensitiveWmiQuery"", ""NewExecutableRenamed"", ""FileRenameInfo"", ""UserLogoff"", ""InstalledApplication"", ""CriticalEnvironmentVariableChanged""),  coalesce(device_hostname, aid_computer_name))"
crowdstrike:events:sensor,EVAL,dvc_aid,AND,AsepKeyUpdate;AsepValueUpdate;CommandHistory;CreateService;CriticalEnvironmentVariableChanged;CriticalFileAccessed;DirectoryCreate;DriverLoad;ELFFileWritten;EndOfProcess;ExecutableDeleted;FileCreateInfo;FileOpenInfo;FileRenameInfo;HostInfo;HostedServiceStarted;ImageHash;InjectedThread;InstalledApplication;InstanceMetadata;KernelModeLoadImage;LFODownloadConfirmation;ModifyServiceBinary;NewExecutableRenamed;NewExecutableWritten;NewScriptWritten;OsVersionInfo;PackedExecutableWritten;PeFileWritten;PeVersionInfo;PrivilegedProcessHandleFromUnsignedModule;ProcessBlocked;ProcessRollup2;ProcessRollup2Stats;QuarantinedFile;QuarantinedFileState;RarFileWritten;ScheduledTaskRegistered;ScreenshotTakenEtw;SensitiveWmiQuery;ServiceStarted;SyntheticProcessRollup2;SystemCapacity;UserIdentity;UserLogoff;UserLogonFailed;UserLogonFailed2;WmiCreateProcess,"case(isnull(device_hostname) AND isnull(aid_computer_name) AND event_simpleName IN (""ScreenshotTakenEtw"", ""WmiCreateProcess"", ""InjectedThread"", ""DriverLoad"", ""AsepValueUpdate"", ""AsepKeyUpdate"", ""SensitiveWmiQuery"", ""NewExecutableRenamed"", ""HostedServ"
crowdstrike:events:sensor,EVAL,enabled,,HostInfo;InstanceMetadata;LocalIpAddressIP4;LocalIpAddressIP6;OsVersionInfo;UserIdentity,"case(event_simpleName IN (""OsVersionInfo"", ""LocalIpAddressIP4"", ""LocalIpAddressIP6"", ""InstanceMetadata"", ""HostInfo"", ""UserIdentity""), ""true"")"
crowdstrike:events:sensor,EVAL,family,"AND,CpuProcessorName,OSVersionString",InstanceMetadata;OsVersionInfo;SystemCapacity,"case(event_simpleName=""OsVersionInfo"" AND event_platform=""Lin"", case(event_simpleName=""OsVersionInfo"" AND event_platform=""Lin"", mvindex(split(OSVersionString, "" ""), -1)), event_simpleName=""InstanceMetadata"", json_extract(InstanceMetadata,""architectur"
crowdstrike:events:sensor,EVAL,file_access_time,ContextTimeStamp,CriticalFileAccessed;DirectoryCreate;ELFFileWritten;ExecutableDeleted;FileCreateInfo;FileOpenInfo;FileRenameInfo;FsVolumeMounted;NewExecutableWritten;NewScriptWritten;PackedExecutableWritten;PeFileWritten;PeVersionInfo;RarFileWritten;RemovableMediaVolumeMounted,"case(event_simpleName IN (""RarFileWritten"", ""ELFFileWritten"", ""FileCreateInfo"", ""FileRenameInfo"", ""NewExecutableWritten"", ""PeFileWritten"", ""DirectoryCreate"", ""NewScriptWritten"", ""ExecutableDeleted"", ""FileOpenInfo"", ""CriticalFileAccessed"", ""RemovableM"
crowdstrike:events:sensor,EVAL,file_create_time,ContextTimeStamp,DirectoryCreate;DmpFileWritten;ELFFileWritten;FileCreateInfo;NewExecutableWritten;NewScriptWritten;PackedExecutableWritten;PeFileWritten;RarFileWritten,"case(event_simpleName IN (""RarFileWritten"", ""ELFFileWritten"", ""FileCreateInfo"", ""NewExecutableWritten"", ""PeFileWritten"", ""DirectoryCreate"", ""NewScriptWritten"", ""DmpFileWritten""), ContextTimeStamp, event_simpleName IN (""PackedExecutableWritten""), time"
crowdstrike:events:sensor,EVAL,file_hash,"AND,SHA256HashData",ELFFileWritten;ExecutableDeleted;NewExecutableWritten;NewScriptWritten;PackedExecutableWritten;PeFileWritten;PeVersionInfo;QuarantinedFile;QuarantinedFileState,"case(event_simpleName IN (""ELFFileWritten"", ""QuarantinedFile"", ""QuarantinedFileState"", ""PeFileWritten"", ""PeVersionInfo"", ""PackedExecutableWritten"", ""NewExecutableWritten""), SHA256HashData, event_simpleName=""ExecutableDeleted"", null(), event_simpleNam"
crowdstrike:events:sensor,EVAL,file_modify_time,ContextTimeStamp,DirectoryCreate;ExecutableDeleted;FileCreateInfo;FileOpenInfo;FileRenameInfo;NewExecutableWritten;NewScriptWritten;PackedExecutableWritten;PeFileWritten,"case(event_simpleName IN (""FileCreateInfo"", ""FileRenameInfo"", ""NewExecutableWritten"", ""PeFileWritten"", ""DirectoryCreate"", ""NewScriptWritten"", ""ExecutableDeleted"", ""FileOpenInfo""), ContextTimeStamp,  event_simpleName IN (""PackedExecutableWritten""), ti"
crowdstrike:events:sensor,EVAL,file_name,"ImageFileName,TargetFileName,VolumeName",CriticalFileAccessed;DirectoryCreate;DmpFileWritten;ELFFileWritten;ExecutableDeleted;FileCreateInfo;FileOpenInfo;FileRenameInfo;FsVolumeMounted;LFODownloadConfirmation;NewExecutableWritten;NewScriptWritten;PackedExecutableWritten;PeFileWritten;PeVersionInfo;QuarantinedFile;QuarantinedFileState;RarFileWritten;RemovableMediaVolumeMounted,"case(event_simpleName IN (""QuarantinedFile"", ""QuarantinedFileState"", ""PeVersionInfo""), mvindex(split(ImageFileName, if(event_platform=""Win"", ""\\"", ""/"")), -1),  event_simpleName IN (""RemovableMediaVolumeMounted"", ""FsVolumeMounted""), mvindex(split(Volu"
crowdstrike:events:sensor,EVAL,file_path,"DownloadPath,ImageFileName,QuarantinedFileName,TargetFileName,VolumeName",CriticalFileAccessed;DirectoryCreate;DmpFileWritten;ELFFileWritten;ExecutableDeleted;FileCreateInfo;FileOpenInfo;FsVolumeMounted;LFODownloadConfirmation;NewExecutableWritten;NewScriptWritten;PackedExecutableWritten;PeFileWritten;PeVersionInfo;QuarantinedFile;QuarantinedFileState;RarFileWritten;RemovableMediaVolumeMounted,"case(event_simpleName IN (""RemovableMediaVolumeMounted"", ""FsVolumeMounted""), VolumeName, event_platform=""Win"",  case(event_simpleName IN (""PeVersionInfo"", ""QuarantinedFile""), ImageFileName,  event_simpleName IN (""QuarantinedFileState""), QuarantinedFi"
crowdstrike:events:sensor,EVAL,file_size,Size,DmpFileWritten;NewExecutableWritten;NewScriptWritten;PeFileWritten,"case(event_simpleName IN (""PeFileWritten"", ""NewScriptWritten"", ""NewExecutableWritten""), round(Size/1000), event_simpleName=""DmpFileWritten"", round(Size/1000))"
crowdstrike:events:sensor,FIELDALIAS,identity,UserSid,,FIELDALIAS-ses_ai_identity
crowdstrike:events:sensor,EVAL,interface,InterfaceAlias,LocalIpAddressIP4;LocalIpAddressIP6,"case(event_simpleName IN (""LocalIpAddressIP4"", ""LocalIpAddressIP6""), InterfaceAlias)"
crowdstrike:events:sensor,EVAL,ip,"LocalAddressIP4,LocalAddressIP6",LocalIpAddressIP4;LocalIpAddressIP6,"case(event_simpleName=""LocalIpAddressIP4"", LocalAddressIP4, event_simpleName=""LocalIpAddressIP6"", LocalAddressIP6)"
crowdstrike:events:sensor,EVAL,mac,PhysicalAddress,LocalIpAddressIP4;LocalIpAddressIP6,"case(event_simpleName IN (""LocalIpAddressIP4"", ""LocalIpAddressIP6""), if(PhysicalAddress="""", null(), PhysicalAddress))"
crowdstrike:events:sensor,EVAL,message_type,,DnsRequest,"case(event_simpleName=""DnsRequest"", ""Query"")"
crowdstrike:events:sensor,EVAL,object,"AppName,ClientComputerName,EnvironmentVariableName,SourceFileName,TargetFileName,UserName",CriticalEnvironmentVariableChanged;FileRenameInfo;InstalledApplication;NewExecutableRenamed;SensitiveWmiQuery;UserLogoff,"case(event_simpleName=""FileRenameInfo"", TargetFileName,  event_simpleName=""UserLogoff"", UserName,  event_simpleName=""InstalledApplication"", AppName,  event_simpleName=""CriticalEnvironmentVariableChanged"", EnvironmentVariableName,  event_simpleName IN"
crowdstrike:events:sensor,EVAL,object_attrs,"AppVersion,EnvironmentVariableValue",CriticalEnvironmentVariableChanged;FileRenameInfo;InstalledApplication;SensitiveWmiQuery;UserLogoff,"case(event_simpleName=""FileRenameInfo"", ""file name"", event_simpleName IN (""SensitiveWmiQuery""), event_platform, event_simpleName=""InstalledApplication"", AppVersion, event_simpleName=""CriticalEnvironmentVariableChanged"", EnvironmentVariableValue, even"
crowdstrike:events:sensor,EVAL,object_category,EnvironmentVariableName,CriticalEnvironmentVariableChanged;FileRenameInfo;InstalledApplication;SensitiveWmiQuery;UserLogoff,"case(event_simpleName=""FileRenameInfo"", ""file"",  event_simpleName=""UserLogoff"", ""user"",  event_simpleName=""InstalledApplication"", ""application"",  event_simpleName=""CriticalEnvironmentVariableChanged"", EnvironmentVariableName,  event_simpleName IN (""S"
crowdstrike:events:sensor,EVAL,object_id,"UID,UserSid",UserLogoff,"case(event_platform IN (""Win"",""Mac"", ""Lin""), case(event_simpleName=""UserLogoff"", coalesce(UserSid, UID)))"
crowdstrike:events:sensor,EVAL,object_path,"SourceFileName,WmiNamespaceName",FileRenameInfo;NewExecutableRenamed;SensitiveWmiQuery,"case(event_platform=""Win"", case(event_simpleName IN (""NewExecutableRenamed"", ""FileRenameInfo""), SourceFileName,  event_simpleName IN (""SensitiveWmiQuery""), WmiNamespaceName))"
crowdstrike:events:sensor,EVAL,original_file_name,OriginalFilename,PeVersionInfo,"case(event_simpleName=""PeVersionInfo"", OriginalFilename)"
crowdstrike:events:sensor,EVAL,os,,CommandHistory;DriverLoad;EndOfProcess;HostInfo;ImageHash;InjectedThread;KernelModeLoadImage;OsVersionInfo;PrivilegedProcessHandleFromUnsignedModule;ProcessBlocked;ProcessRollup2;ProcessRollup2Stats;ScreenshotTakenEtw;SyntheticProcessRollup2;WmiCreateProcess,"case(event_simpleName IN (""ScreenshotTakenEtw"", ""WmiCreateProcess"", ""InjectedThread"", ""DriverLoad"", ""OsVersionInfo"", ""ProcessRollup2"", ""EndOfProcess"", ""SyntheticProcessRollup2"", ""ImageHash"", ""CommandHistory"", ""ProcessBlocked"", ""PrivilegedProcessHandl"
crowdstrike:events:sensor,EVAL,parent_process_exec,ParentBaseFileName,ProcessBlocked;ProcessRollup2,"case(event_simpleName IN (""ProcessRollup2"", ""ProcessBlocked""), ParentBaseFileName)"
crowdstrike:events:sensor,EVAL,parent_process_id,ParentProcessId,EndOfProcess;ProcessBlocked;ProcessRollup2;ProcessRollup2Stats;SyntheticProcessRollup2,"case(event_simpleName IN (""ProcessRollup2"", ""EndOfProcess"", ""SyntheticProcessRollup2"", ""ProcessBlocked"", ""ProcessRollup2Stats""), ParentProcessId)"
crowdstrike:events:sensor,EVAL,parent_process_name,ParentBaseFileName,ProcessBlocked;ProcessRollup2,"case(event_simpleName IN (""ProcessRollup2"", ""ProcessBlocked""), ParentBaseFileName)"
crowdstrike:events:sensor,EVAL,process,"CommandLine,ImageFileName,Win",CommandHistory;ImageHash;KernelModeLoadImage;PrivilegedProcessHandleFromUnsignedModule;ProcessBlocked;ProcessRollup2;ProcessRollup2Stats;ScreenshotTakenEtw;SyntheticProcessRollup2;WmiCreateProcess,"case(event_simpleName IN (""WmiCreateProcess"", ""ScreenshotTakenEtw"", ""ProcessRollup2"", ""SyntheticProcessRollup2"", ""ProcessBlocked"", ""ProcessRollup2Stats""), replace(trim(CommandLine, "" ""), ""\"""", """"),  event_simpleName IN (""ImageHash"", ""PrivilegedProces"
crowdstrike:events:sensor,EVAL,process_exec,"CommandLine,ImageFileName",CommandHistory;DriverLoad;ImageHash;PrivilegedProcessHandleFromUnsignedModule;ProcessBlocked;ProcessRollup2;ProcessRollup2Stats;ScreenshotTakenEtw;SyntheticProcessRollup2;WmiCreateProcess,"case(event_simpleName IN (""WmiCreateProcess"", ""DriverLoad"", ""ScreenshotTakenEtw"", ""ProcessBlocked"", ""PrivilegedProcessHandleFromUnsignedModule"", ""ImageHash"", ""ProcessRollup2"", ""SyntheticProcessRollup2""), mvindex(split(ImageFileName, if(event_platform"
crowdstrike:events:sensor,EVAL,process_guid,VolumeSessionUUID,NewExecutableWritten;RemovableMediaVolumeMounted,"case(event_simpleName=""RemovableMediaVolumeMounted"", VolumeSessionUUID, event_simpleName=""NewExecutableWritten"", id)"
crowdstrike:events:sensor,EVAL,process_hash,SHA256HashData,EndOfProcess;ImageHash;KernelModeLoadImage;PrivilegedProcessHandleFromUnsignedModule;ProcessBlocked;ProcessRollup2;ProcessRollup2Stats;SyntheticProcessRollup2,"case(event_simpleName IN (""ProcessRollup2"", ""EndOfProcess"", ""SyntheticProcessRollup2"", ""ImageHash"", ""ProcessBlocked"", ""PrivilegedProcessHandleFromUnsignedModule"", ""KernelModeLoadImage"", ""ProcessRollup2Stats""), SHA256HashData)"
crowdstrike:events:sensor,EVAL,process_id,"ContextProcessId,RpcClientProcessId,TargetProcessId",AsepKeyUpdate;AsepValueUpdate;CommandHistory;CreateService;CriticalFileAccessed;DirectoryCreate;DmpFileWritten;DriverLoad;ELFFileWritten;EndOfProcess;ExecutableDeleted;FileCreateInfo;FileOpenInfo;FileRenameInfo;FsVolumeMounted;ImageHash;InjectedThread;KernelModeLoadImage;ModifyServiceBinary;NetworkCloseIP4;NetworkCloseIP6;NetworkConnectIP4;NetworkConnectIP6;NetworkListenIP4;NetworkListenIP6;NetworkReceiveAcceptIP4;NetworkReceiveAcceptIP6;NewExecutableWritten;NewScriptWritten;PackedExecutableWritten;PeFileWritten;PeVersionInfo;PrivilegedProcessHandleFromUnsignedModule;ProcessBlocked;ProcessRollup2;RarFileWritten;RemovableMediaVolumeMounted;ScheduledTaskRegistered;ScreenshotTakenEtw;ServiceStarted;SyntheticProcessRollup2;WmiCreateProcess,"case(event_simpleName IN (""InjectedThread"", ""WmiCreateProcess"", ""ServiceStarted"", ""ProcessRollup2"", ""SyntheticProcessRollup2"", ""CommandHistory"", ""ProcessBlocked"", ""PeVersionInfo""), TargetProcessId,  event_simpleName IN (""ScreenshotTakenEtw"", ""DriverL"
crowdstrike:events:sensor,EVAL,process_integrity_level,IntegrityLevel,CommandHistory;EndOfProcess;ImageHash;PrivilegedProcessHandleFromUnsignedModule;ProcessBlocked;ProcessRollup2;SyntheticProcessRollup2,"case(event_simpleName IN (""ProcessRollup2"", ""SyntheticProcessRollup2"", ""EndOfProcess"", ""ImageHash"", ""CommandHistory"", ""ProcessBlocked"", ""PrivilegedProcessHandleFromUnsignedModule""), IntegrityLevel)"
crowdstrike:events:sensor,LOOKUP,process_integrity_level,process_integrity_level,,LOOKUP-crowdstrike_ta_process_integrity_level via crowdstrike_ta_lookup_IntegrityLevel (IntegrityLevel_lc_meaning)
crowdstrike:events:sensor,EVAL,process_name,"CommandLine,ImageFileName,Win",CommandHistory;DriverLoad;ImageHash;KernelModeLoadImage;PrivilegedProcessHandleFromUnsignedModule;ProcessBlocked;ProcessRollup2;ScreenshotTakenEtw;SyntheticProcessRollup2;WmiCreateProcess,"case(event_simpleName IN (""ProcessRollup2"", ""SyntheticProcessRollup2"", ""ProcessBlocked""), mvindex(split(if(like(CommandLine, ""\""%\""%""), mvindex(split(CommandLine, ""\""""), 1), mvindex(split(CommandLine, "" ""), 0)), if(event_platform=""Win"", ""\\"", ""/"")), "
crowdstrike:events:sensor,EVAL,process_path,"CommandLine,ImageFileName",DriverLoad;ImageHash;KernelModeLoadImage;PrivilegedProcessHandleFromUnsignedModule;ProcessBlocked;ProcessRollup2;ProcessRollup2Stats;ScreenshotTakenEtw;SyntheticProcessRollup2;WmiCreateProcess,"case(event_simpleName IN (""ProcessRollup2"", ""SyntheticProcessRollup2"", ""ProcessBlocked""), if(event_platform=""Win"", if(substr(CommandLine, 1, 1)=""\"""", mvindex(split(CommandLine, ""\""""), 1), mvindex(split(CommandLine, "" ""), 0)), ImageFileName),  event_s"
crowdstrike:events:sensor,EVAL,query,DomainName,DnsRequest,"case(event_simpleName=""DnsRequest"", DomainName)"
crowdstrike:events:sensor,EVAL,query_count,DnsRequestCount,DnsRequest,"case(event_simpleName=""DnsRequest"", DnsRequestCount)"
crowdstrike:events:sensor,EVAL,query_type,,DnsRequest,"case(event_simpleName=""DnsRequest"", json_extract(lookup(""crowdstrike_ta_lookup_RequestType"", json_object(""RequestType"", RequestType), json_array(""RequestType_meaning"")), ""RequestType_meaning""))"
crowdstrike:events:sensor,EVAL,reason,,UserLogon;UserLogonFailed;UserLogonFailed2,"case(event_simpleName=""UserLogon"", ""success"", event_simpleName IN (""UserLogonFailed"", ""UserLogonFailed2""), ""failure"")"
crowdstrike:events:sensor,EVAL,record_type,"IP4Records,IP6Records",DnsRequest,"case(event_simpleName=""DnsRequest"", case(isnotnull(IP6Records), ""AAAA"", isnotnull(IP4Records), ""A""))"
crowdstrike:events:sensor,EVAL,registry_hive,"CONFIG,DEFAULT,HKEY_LOCAL_MACHINE,MACHINE,REGISTRY,RegObjectName,SAM,SECURITY,SOFTWARE,SYSTEM",AsepKeyUpdate;AsepValueUpdate,"case(event_simpleName IN (""AsepKeyUpdate"", ""AsepValueUpdate""),  case(like(RegObjectName, ""\\REGISTRY\\MACHINE\\SAM\\%""), ""HKEY_LOCAL_MACHINE\\SAM"",  like(RegObjectName, ""\\REGISTRY\\MACHINE\\SECURITY\\%""), ""HKEY_LOCAL_MACHINE\\Security"",  like(RegObj"
crowdstrike:events:sensor,EVAL,registry_path,RegObjectName,AsepKeyUpdate;AsepValueUpdate,"case(event_simpleName IN (""AsepValueUpdate"", ""AsepKeyUpdate""), RegObjectName)"
crowdstrike:events:sensor,EVAL,registry_value_data,RegStringValue,AsepValueUpdate,"case(event_simpleName IN (""AsepValueUpdate""), if(RegStringValue="""", null(), RegStringValue))"
crowdstrike:events:sensor,EVAL,registry_value_name,RegObjectName,AsepKeyUpdate;AsepValueUpdate,"case(event_simpleName IN (""AsepValueUpdate"", ""AsepKeyUpdate""), RegObjectName)"
crowdstrike:events:sensor,EVAL,registry_value_type,,AsepKeyUpdate;AsepValueUpdate,"case(event_simpleName=""AsepValueUpdate"", json_extract(lookup(""crowdstrike_ta_lookup_RegType"", json_object(""RegType"", RegType), json_array(""RegType_meaning"")), ""RegType_meaning""), event_simpleName=""AsepKeyUpdate"", ""REG_BINARY"")"
crowdstrike:events:sensor,EVAL,reply_code,,DnsRequest,"case(event_simpleName=""DnsRequest"", json_extract(lookup(""crowdstrike_ta_lookup_QueryStatus"", json_object(""QueryStatus"", QueryStatus), json_array(""QueryStatus_code"")), ""QueryStatus_code""))"
crowdstrike:events:sensor,EVAL,reply_code_id,QueryStatus,DnsRequest,"case(event_simpleName=""DnsRequest"", QueryStatus)"
crowdstrike:events:sensor,EVAL,result,,CriticalEnvironmentVariableChanged;InstalledApplication;NewExecutableRenamed;SensitiveWmiQuery;UserLogoff,"case(event_simpleName IN (""NewExecutableRenamed""), ""NewExecutableRenamed"",  event_simpleName=""CriticalEnvironmentVariableChanged"", ""CriticalEnvironmentVariableChanged"",  event_simpleName=""InstalledApplication"", ""InstalledApplication"",  event_simpleNa"
crowdstrike:events:sensor,EVAL,result_id,AuthenticationId,UserLogoff,"case(event_simpleName=""UserLogoff"", AuthenticationId)"
crowdstrike:events:sensor,EVAL,serial,BootArgs,HostInfo;InstanceMetadata,"case(event_simpleName=""InstanceMetadata"", json_extract(InstanceMetadata,""instanceId""), event_simpleName=""HostInfo"", mvindex(split(BootArgs, ""=""), -1), true(), serial)"
crowdstrike:events:sensor,EVAL,service,"AND,ServiceDisplayName,ServiceImagePath,TaskExecCommand",CreateService;HostedServiceStarted;ModifyServiceBinary;ScheduledTaskRegistered;ServiceStarted,"case(event_simpleName IN (""HostedServiceStarted"", ""ServiceStarted"") AND event_platform=""Win"", ServiceDisplayName,  event_simpleName IN (""ScheduledTaskRegistered"") AND event_platform=""Win"", mvindex(split(TaskExecCommand, if(event_platform=""Win"", ""\\"","
crowdstrike:events:sensor,EVAL,service_exec,"AND,ImageFileName,ServiceImagePath,TaskExecCommand",CreateService;HostedServiceStarted;ModifyServiceBinary;ScheduledTaskRegistered;ServiceStarted,"case(event_simpleName IN (""HostedServiceStarted"", ""ServiceStarted""), mvindex(split(ImageFileName, if(event_platform=""Win"", ""\\"", ""/"")), -1),  event_simpleName IN (""ScheduledTaskRegistered"") AND event_platform=""Win"", mvindex(split(TaskExecCommand, if("
crowdstrike:events:sensor,EVAL,service_name,"AND,ServiceDisplayName,ServiceImagePath,TaskExecCommand",CreateService;HostedServiceStarted;ModifyServiceBinary;ScheduledTaskRegistered;ServiceStarted,"case(event_simpleName IN (""HostedServiceStarted"", ""ServiceStarted"") AND event_platform=""Win"", ServiceDisplayName,  event_simpleName IN (""ScheduledTaskRegistered""), mvindex(split(TaskExecCommand, if(event_platform=""Win"", ""\\"", ""/"")), -1),  event_simpl"
