field,value,meaning,lookup_file
Status,3221225492,STATUS_UNRECOGNIZED_MEDIA,crowdstrike_Status.csv
Status,3221225506,STATUS_ACCESS_DENIED,crowdstrike_Status.csv
Status,3221225524,STATUS_OBJECT_NAME_NOT_FOUND,crowdstrike_Status.csv
Status,3221225533,STATUS_DATA_LATE_ERROR,crowdstrike_Status.csv
Status,3221225541,STATUS_INVALID_PAGE_PROTECTION,crowdstrike_Status.csv
Status,3221225609,STATUS_RESOURCE_DATA_NOT_FOUND,crowdstrike_Status.csv
Status,3221225611,STATUS_RESOURCE_NAME_NOT_FOUND,crowdstrike_Status.csv
Status,3221225620,STATUS_INTEGER_DIVIDE_BY_ZERO,crowdstrike_Status.csv
Status,3221225653,STATUS_IO_TIMEOUT,crowdstrike_Status.csv
Status,3221225659,STATUS_NOT_SUPPORTED,crowdstrike_Status.csv
Status,3221225738,STATUS_PROCESS_IS_TERMINATING,crowdstrike_Status.csv
Status,3221225760,STATUS_CANCELLED,crowdstrike_Status.csv
Status,3221226029,STATUS_RETRY,crowdstrike_Status.csv
Status,3221226138,STATUS_POLICY_OBJECT_NOT_FOUND,crowdstrike_Status.csv
Status,3221226347,STATUS_DRIVER_BLOCKED_CRITICAL,crowdstrike_Status.csv
Status,3221227780,STATUS_FILE_TOO_LARGE,crowdstrike_Status.csv
Status,3226533891,STATUS_LFO_STATIC_CONFIG_DOWNLOAD_DISABLED,crowdstrike_Status.csv
Status,3758096423,STATUS_PROCESS_KILLED,crowdstrike_Status.csv
Status,3758358545,STATUS_FEATURE_DISABLED,crowdstrike_Status.csv
Status,3759013928,STATUS_PROCESS_CRITICAL,crowdstrike_Status.csv
Status,3759013929,STATUS_PROCESS_WHITELISTED,crowdstrike_Status.csv
Status,3759013930,STATUS_PROCESS_MICROSOFT_SIGNED,crowdstrike_Status.csv
Status,3759013931,STATUS_PROCESS_APPLE_SIGNED,crowdstrike_Status.csv
Status,3759407166,STATUS_COMPONENT_DISABLED,crowdstrike_Status.csv
Status,3760521403,STATUS_NO_ACTIVE_RPC_THREAD,crowdstrike_Status.csv
Status,3760849112,STATUS_NON_CROWDSTRIKE,crowdstrike_Status.csv
Status,3760914656,STATUS_LFO_UPLOAD_FAILURE,crowdstrike_Status.csv
Status,3760914657,STATUS_LFO_UPLOAD_CLOUD_FAILURE,crowdstrike_Status.csv
Status,3760914660,STATUS_PROCESS_LSASS,crowdstrike_Status.csv
Status,3760914661,STATUS_PROCESS_CROWDSTRIKE,crowdstrike_Status.csv
SuppressType,0,GLOBAL,crowdstrike_SuppressType.csv
SuppressType,1,PARENT,crowdstrike_SuppressType.csv
SuppressType,2,UID,crowdstrike_SuppressType.csv
SuppressType,3,UIDNORMALIZED,crowdstrike_SuppressType.csv
SuppressType,4,PREFILTER,crowdstrike_SuppressType.csv
SuppressType,5,TIMEOUT_CHECK,crowdstrike_SuppressType.csv
SuspectStackFlag,0,NOT_SUSPECT,crowdstrike_SuspectStackFlag.csv
SuspectStackFlag,1,THREAD_START_NOT_IN_MODULE,crowdstrike_SuspectStackFlag.csv
SuspectStackFlag,2,THREAD_START_IN_NON_IMAGE_FILE,crowdstrike_SuspectStackFlag.csv
SuspectStackFlag,4,INVALID_TEB_STACK_VALUES,crowdstrike_SuspectStackFlag.csv
SuspectStackFlag,8,STACK_POINTER_NOT_IN_STACK,crowdstrike_SuspectStackFlag.csv
SuspectStackFlag,16,BASE_POINTER_NOT_IN_STACK,crowdstrike_SuspectStackFlag.csv
SuspectStackFlag,32,SYSCALL_RETURN_ADDRESS_NOT_IN_NTDLL,crowdstrike_SuspectStackFlag.csv
SuspectStackFlag,64,SYSCALL_RETURN_ADDRESS_ON_STACK,crowdstrike_SuspectStackFlag.csv
SuspectStackFlag,128,STACK_IS_EXECUTABLE,crowdstrike_SuspectStackFlag.csv
SuspectStackFlag,256,RETURN_ADDRESS_NOT_IN_MODULE,crowdstrike_SuspectStackFlag.csv
SuspectStackFlag,512,RETURN_ADDRESS_IN_NON_IMAGE_FILE,crowdstrike_SuspectStackFlag.csv
SuspectStackFlag,1024,RETURN_ADDRESS_IS_WRITABLE,crowdstrike_SuspectStackFlag.csv
SuspectStackFlag,1280,RETURN_ADDRESS_NOT_IN_MODULE_AND_IS_WRITABLE,crowdstrike_SuspectStackFlag.csv
SuspectStackFlag,2048,ADDRESS_IN_REFLECTIVELY_LOADED_DLL,crowdstrike_SuspectStackFlag.csv
SyntheticPR2Flags,0,PROCESS_RUNDOWN,crowdstrike_SyntheticPR2Flags.csv
SyntheticPR2Flags,1,PROCESS_HOLLOWED,crowdstrike_SyntheticPR2Flags.csv
SyntheticPR2Flags,2,APP_MONITORING,crowdstrike_SyntheticPR2Flags.csv
SyntheticPR2Flags,4,IMAGEHASH_FAILURE,crowdstrike_SyntheticPR2Flags.csv
SyntheticPR2Flags,8,FILE_PATH_EXCLUDED,crowdstrike_SyntheticPR2Flags.csv
SyntheticPR2Flags,16,PROCESS_FORK_FOLDING,crowdstrike_SyntheticPR2Flags.csv
SyntheticPR2Flags,36,IMAGEHASH_FAILURE_WITH_UMLI_IFN,crowdstrike_SyntheticPR2Flags.csv
SystemTableIndex,0,GENERAL,crowdstrike_SystemTableIndex.csv
SystemTableIndex,1,CONFIG_STATE_HASH,crowdstrike_SystemTableIndex.csv
SystemTableIndex,2,CONFIG_STATE_TESTING,crowdstrike_SystemTableIndex.csv
TargetAndroidComponentType,1,COMPONENT_TYPE_ACTIVITY,crowdstrike_TargetAndroidComponentType.csv
TargetAndroidComponentType,2,COMPONENT_TYPE_SERVICE,crowdstrike_TargetAndroidComponentType.csv
TargetAndroidComponentType,3,COMPONENT_TYPE_BROADCAST_RECEIVER,crowdstrike_TargetAndroidComponentType.csv
TargetAndroidComponentType,4,COMPONENT_TYPE_CONTENT_PROVIDER,crowdstrike_TargetAndroidComponentType.csv
TemplateDisposition,0,TEMPLATE_DISPOSITION_NOACTION,crowdstrike_TemplateDisposition.csv
TemplateDisposition,3,TEMPLATE_DISPOSITION_ANALYSIS,crowdstrike_TemplateDisposition.csv
TemplateDisposition,4,TEMPLATE_DISPOSITION_SENSOR_ONLY,crowdstrike_TemplateDisposition.csv
TemplateDisposition,10,TEMPLATE_DISPOSITION_INDICATOR,crowdstrike_TemplateDisposition.csv
TemplateDisposition,20,TEMPLATE_DISPOSITION_DETECT,crowdstrike_TemplateDisposition.csv
TemplateDisposition,25,TEMPLATE_DISPOSITION_OPERATION_BLOCK,crowdstrike_TemplateDisposition.csv
TemplateDisposition,30,TEMPLATE_DISPOSITION_PREVENT,crowdstrike_TemplateDisposition.csv
TemplateDisposition,60,TEMPLATE_DISPOSITION_PREVENT_KILLPARENT,crowdstrike_TemplateDisposition.csv
ThreadExecutionControlType,0,THREAD_INJECT,crowdstrike_ThreadExecutionControlType.csv
ThreadExecutionControlType,1,THREAD_INJECT_MASQUERADE,crowdstrike_ThreadExecutionControlType.csv
ThreadExecutionControlType,2,THREAD_HIJACK,crowdstrike_ThreadExecutionControlType.csv
ThreadExecutionControlType,3,PROCESS_HOLLOWING,crowdstrike_ThreadExecutionControlType.csv
ThreadExecutionControlType,4,WINDOWS_HOOK,crowdstrike_ThreadExecutionControlType.csv
ThreadExecutionControlType,5,PROCESS_OVERWRITE_HOLLOWING,crowdstrike_ThreadExecutionControlType.csv
ThreadExecutionControlType,6,REMOTE_APC,crowdstrike_ThreadExecutionControlType.csv
ThreadExecutionControlType,7,REMOTE_ATOM_BOMB,crowdstrike_ThreadExecutionControlType.csv
ThreadExecutionControlType,8,PROCESS_HOLLOWING_APC,crowdstrike_ThreadExecutionControlType.csv
ThreadExecutionControlType,9,SET_WINDOW_LONG,crowdstrike_ThreadExecutionControlType.csv
ThreadExecutionControlType,10,SET_PROP,crowdstrike_ThreadExecutionControlType.csv
TokenObjectCheckType,0,CAPTURETOKEN,crowdstrike_TokenObjectCheckType.csv
TokenObjectCheckType,1,CREATEPROCESS,crowdstrike_TokenObjectCheckType.csv
TokenObjectCheckType,2,CREATETHREAD,crowdstrike_TokenObjectCheckType.csv
TokenObjectCheckType,4,USERLOADIMAGE,crowdstrike_TokenObjectCheckType.csv
TokenObjectCheckType,8,PEFILEWRITE,crowdstrike_TokenObjectCheckType.csv
TokenObjectCheckType,16,ASEPUPDATE,crowdstrike_TokenObjectCheckType.csv
TokenObjectCheckType,32,NETWORKIOCTL,crowdstrike_TokenObjectCheckType.csv
TokenObjectCheckType,64,OPENPROCESS,crowdstrike_TokenObjectCheckType.csv
TokenObjectCheckType,2147483648,DELETE,crowdstrike_TokenObjectCheckType.csv
TokenType,0,INVALID_TOKEN,crowdstrike_TokenType.csv
TokenType,1,PRIMARY_TOKEN,crowdstrike_TokenType.csv
TokenType,2,IMPERSONATION_TOKEN,crowdstrike_TokenType.csv
UACCredentialCaptureActionType,0,DEFAULT,crowdstrike_UACCredentialCaptureActionType.csv
UACCredentialCaptureActionType,1,REFRESH,crowdstrike_UACCredentialCaptureActionType.csv
UACElevationReason,0,APP_COMPAT_EXPLICIT,crowdstrike_UACElevationReason.csv
UACElevationReason,1,APP_COMPAT_HEURISTIC,crowdstrike_UACElevationReason.csv
UACElevationReason,2,SXS_FUSION,crowdstrike_UACElevationReason.csv
UACElevationReason,3,INSTALLER,crowdstrike_UACElevationReason.csv
UACElevationReason,4,CLSID,crowdstrike_UACElevationReason.csv
UACElevationReason,5,MSI,crowdstrike_UACElevationReason.csv
UACElevationReason,6,REQUEST,crowdstrike_UACElevationReason.csv
UACElevationReason,7,AXIS,crowdstrike_UACElevationReason.csv
UACMSIAction,0,INSTALL,crowdstrike_UACMSIAction.csv
UACMSIAction,1,UNINSTALL,crowdstrike_UACMSIAction.csv
UACMSIAction,2,UPDATE,crowdstrike_UACMSIAction.csv
UACPromptType,0,NONE,crowdstrike_UACPromptType.csv
UACPromptType,1,SILENT,crowdstrike_UACPromptType.csv
UACPromptType,2,CONSENT,crowdstrike_UACPromptType.csv
UACPromptType,3,CREDENTIALS,crowdstrike_UACPromptType.csv
UmppaInjectionType,0,UMPPC,crowdstrike_UmppaInjectionType.csv
UmppaInjectionType,1,EXTENSION,crowdstrike_UmppaInjectionType.csv
UmppcEntryReason,1,PROCESS_UNLOAD,crowdstrike_UmppcEntryReason.csv
UmppcEntryReason,2,UNLOAD_FAILED,crowdstrike_UmppcEntryReason.csv
UmppcEntryReason,3,SUSPECT_CALLER,crowdstrike_UmppcEntryReason.csv
UmppcEntryReason,4,INVALID_BASE,crowdstrike_UmppcEntryReason.csv
UmppcEntryReason,5,INVALID_REASON,crowdstrike_UmppcEntryReason.csv
UmppcEntryReason,6,INVALID_RESERVED,crowdstrike_UmppcEntryReason.csv
UpdateFlag,0,UPDATE_INVALID,crowdstrike_UpdateFlag.csv
UpdateFlag,1,UPDATE_ENUMERATION,crowdstrike_UpdateFlag.csv
UpdateFlag,2,UPDATE_REMOVED,crowdstrike_UpdateFlag.csv
UpdateFlag,3,UPDATE_ADDED,crowdstrike_UpdateFlag.csv
UpdateFlag,4,UPDATE_OBSOLETE,crowdstrike_UpdateFlag.csv
UpdateFlag,5,UPDATE_REVISED,crowdstrike_UpdateFlag.csv
UserLogoffType,1,LOGOFF_EVENT_SOURCE,crowdstrike_UserLogoffType.csv
UserLogoffType,2,LOGOFF_PROFILE_UNLOAD,crowdstrike_UserLogoffType.csv
UserLogoffType,3,ETW,crowdstrike_UserLogoffType.csv
UserLogoffType,4,SYNTHETIC,crowdstrike_UserLogoffType.csv
UserModeHookSource,1,UMPPC,crowdstrike_UserModeHookSource.csv
UserModeHookSource,2,ETW,crowdstrike_UserModeHookSource.csv
UserSid,310693935640959719542095872,SELF_RID,crowdstrike_UserSid.csv
VnodeModificationType,0,CREATE,crowdstrike_VnodeModificationType.csv
VnodeModificationType,1,LINK,crowdstrike_VnodeModificationType.csv
VnodeModificationType,2,OPEN,crowdstrike_VnodeModificationType.csv
VnodeModificationType,3,RENAME_FROM,crowdstrike_VnodeModificationType.csv
VnodeModificationType,4,RENAME_TO,crowdstrike_VnodeModificationType.csv
VnodeModificationType,5,TRUNCATE,crowdstrike_VnodeModificationType.csv
VnodeModificationType,6,UNLINK,crowdstrike_VnodeModificationType.csv
VnodeModificationType,7,WRITE,crowdstrike_VnodeModificationType.csv
VnodeModificationType,8,SET_FLAGS,crowdstrike_VnodeModificationType.csv
VnodeModificationType,9,SET_MODE,crowdstrike_VnodeModificationType.csv
VnodeModificationType,10,CLOSE,crowdstrike_VnodeModificationType.csv
VnodeModificationType,11,EXECUTE,crowdstrike_VnodeModificationType.csv
VnodeModificationType,12,DUP,crowdstrike_VnodeModificationType.csv
VnodeModificationType,13,FCNTL,crowdstrike_VnodeModificationType.csv
VnodeModificationType,14,MMAP,crowdstrike_VnodeModificationType.csv
VnodeType,0,VNON,crowdstrike_VnodeType.csv
VnodeType,1,VREG,crowdstrike_VnodeType.csv
VnodeType,2,VDIR,crowdstrike_VnodeType.csv
VnodeType,3,VBLK,crowdstrike_VnodeType.csv
VnodeType,4,VCHR,crowdstrike_VnodeType.csv
VnodeType,5,VLNK,crowdstrike_VnodeType.csv
VnodeType,6,VSOCK,crowdstrike_VnodeType.csv
VnodeType,7,VFIFO,crowdstrike_VnodeType.csv
VnodeType,8,VBAD,crowdstrike_VnodeType.csv
VnodeType,9,VSTR,crowdstrike_VnodeType.csv
VnodeType,10,VCPLX,crowdstrike_VnodeType.csv
VolumeFileSystemType,1,RAW,crowdstrike_VolumeFileSystemType.csv
WellKnownTargetFunction,0,UNKNOWN,crowdstrike_WellKnownTargetFunction.csv
WellKnownTargetFunction,1,LOAD_LIBRARY_A,crowdstrike_WellKnownTargetFunction.csv
WellKnownTargetFunction,2,LOAD_LIBRARY_W,crowdstrike_WellKnownTargetFunction.csv
WellKnownTargetFunction,3,GLOBAL_GET_ATOM_NAME_A,crowdstrike_WellKnownTargetFunction.csv
WellKnownTargetFunction,4,GLOBAL_GET_ATOM_NAME_W,crowdstrike_WellKnownTargetFunction.csv
WellKnownTargetFunction,5,RTL_DISPATCH_APC,crowdstrike_WellKnownTargetFunction.csv
WhitelistingSource,1,WHITELISTING_BY_PROCESS,crowdstrike_WhitelistingSource.csv
WhitelistingSource,2,WHITELISTING_BY_TREE,crowdstrike_WhitelistingSource.csv
WhitelistingSource,3,POST_FIRING_WHITELISTING_BY_TREE,crowdstrike_WhitelistingSource.csv
WhitelistingSource,4,WHITELISTING_BY_STRING,crowdstrike_WhitelistingSource.csv
WhitelistingSource,5,WHITELISTING_BY_ENGINE,crowdstrike_WhitelistingSource.csv
WhitelistingSource,6,CUSTOMER_WHITELISTING_BY_STRING,crowdstrike_WhitelistingSource.csv
